,0
220474_at,3
220668_s_at,1
220755_s_at,2
220811_at,2
221485_at,1
221710_x_at,3
221778_at,1
221832_s_at,3
222240_s_at,2
222451_s_at,1
222934_s_at,2
223168_at,1
223306_at,2
223423_at,1
223552_at,1
224609_at,1
224707_at,1
224936_at,1
224964_s_at,1
225029_at,1
225305_at,1
225335_at,2
225553_at,1
225798_at,1
225831_at,3
226043_at,2
226227_x_at,1
227551_at,1
227708_at,1
227747_at,1
228696_at,1
229002_at,2
229307_at,2
229738_at,2
229770_at,2
231771_at,2
232027_at,2
235056_at,1
235109_at,1
235309_at,2
235982_at,2
236248_x_at,1
236958_at,1
238066_at,3
238732_at,2
240084_at,1
241368_at,1
243099_at,1
266_s_at,2
37577_at,1
1552632_a_at,1
1553808_a_at,2
1554469_at,1
1554876_a_at,2
1555310_a_at,1
1555575_a_at,1
1555880_at,2
1556034_s_at,1
1557303_at,2
1558173_a_at,2
1558249_s_at,2
1559477_s_at,2
201681_s_at,2
201718_s_at,2
201839_s_at,2
201951_at,2
202234_s_at,1
202286_s_at,3
202934_at,2
203021_at,3
203221_at,2
203222_s_at,1
203288_at,1
203686_at,2
203919_at,1
203920_at,2
203946_s_at,2
203948_s_at,1
203949_at,1
204069_at,1
204160_s_at,2
204294_at,1
204304_s_at,2
204328_at,2
204513_s_at,2
204562_at,2
204693_at,2
204881_s_at,1
205076_s_at,1
205600_x_at,1
205601_s_at,1
205927_s_at,2
206023_at,1
206079_at,2
206109_at,1
206255_at,1
206440_at,2
206574_s_at,1
206674_at,2
206847_s_at,2
206995_x_at,1
207134_x_at,2
207384_at,2
207935_s_at,1
209120_at,1
209407_s_at,1
209445_x_at,1
209487_at,2
209488_s_at,2
209543_s_at,2
209806_at,1
209995_s_at,2
210451_at,1
210479_s_at,1
211596_s_at,2
212647_at,1
212703_at,1
213110_s_at,2
213125_at,2
213147_at,1
213150_at,1
213279_at,2
213379_at,1
214299_at,2
214930_at,2
216944_s_at,2
218342_s_at,1
218394_at,1
218671_s_at,1
218802_at,1
218847_at,1
219054_at,2
219281_at,1
219695_at,1
219789_at,2
220068_at,1
220377_at,1
220570_at,1
220952_s_at,2
221011_s_at,1
221765_at,1
222078_at,1
222774_s_at,1
223299_at,2
223338_s_at,1
223339_at,1
223461_at,1
223551_at,2
223885_at,1
224934_at,1
225043_at,1
225057_at,1
225331_at,1
225389_at,1
225390_s_at,1
226132_s_at,2
226171_at,1
226190_at,1
226325_at,2
226356_at,1
226479_at,2
226556_at,1
226713_at,1
226985_at,2
227801_at,2
227929_at,1
227999_at,1
228057_at,2
228113_at,1
228284_at,1
228904_at,1
230748_at,1
230983_at,2
231310_at,2
232424_at,1
234317_s_at,1
235509_at,2
235521_at,2
235753_at,1
236281_x_at,2
236471_at,1
236787_at,1
236892_s_at,2
236981_at,1
239785_at,1
239879_at,1
240106_at,1
241133_at,2
241668_s_at,1
243010_at,2
243110_x_at,2
244066_at,1
244498_x_at,1
34408_at,1
44790_s_at,1
65718_at,1
1552573_s_at,1
1553593_a_at,1
1553895_at,1
1555504_at,1
1555788_a_at,1
1556476_at,1
1557341_x_at,1
1557359_at,1
1558775_s_at,1
1559296_at,1
1560038_at,1
1561213_at,1
1563171_at,1
1563370_at,1
1563373_at,1
1563524_a_at,1
1564463_at,1
1564504_at,1
1565681_s_at,1
1566236_at,1
1567238_at,1
1569042_at,1
1569362_at,1
1569520_at,1
200040_at,1
200077_s_at,1
200602_at,1
201106_at,1
201147_s_at,1
201365_at,1
201552_at,1
201795_at,1
201843_s_at,1
201904_s_at,1
201952_at,1
202609_at,1
202846_s_at,1
203438_at,1
203477_at,1
203530_s_at,1
203710_at,1
203719_at,1
204548_at,2
205057_s_at,1
205355_at,1
205380_at,1
205470_s_at,1
205735_s_at,1
205805_s_at,1
205846_at,1
205964_at,1
206165_s_at,1
206175_x_at,2
206226_at,1
207039_at,1
207675_x_at,1
207741_x_at,1
208060_at,1
208518_s_at,1
208656_s_at,1
209107_x_at,1
209502_s_at,1
209672_s_at,1
209677_at,1
210249_s_at,1
210265_x_at,1
211604_x_at,1
211852_s_at,1
211914_x_at,1
212968_at,1
213318_s_at,1
213493_at,1
213622_at,1
213877_x_at,1
214633_at,1
215117_at,1
215489_x_at,1
216052_x_at,1
216086_at,1
217240_at,1
217573_at,1
218326_s_at,1
218368_s_at,1
219321_at,1
219792_at,1
220250_at,1
221151_at,1
222093_s_at,1
223642_at,1
224218_s_at,1
225391_at,1
226632_at,1
226674_at,1
227336_at,1
228107_at,1
228494_at,1
228557_at,1
229201_at,1
229203_at,1
229526_at,1
229778_at,1
232806_s_at,1
235097_at,1
235957_at,1
236465_at,1
236783_at,1
238129_s_at,1
238177_at,1
239650_at,1
240189_at,1
240932_at,1
241247_at,1
241602_at,1
243772_at,1
244113_at,1
244467_at,1
1552623_at,1
1552908_at,1
1553183_at,1
1553970_s_at,1
1554300_a_at,1
201015_s_at,1
201069_at,1
201075_s_at,1
201243_s_at,1
201418_s_at,1
201564_s_at,1
201596_x_at,1
201676_x_at,1
202182_at,1
203922_s_at,1
204432_at,1
204468_s_at,1
205002_at,1
205330_at,1
205899_at,1
205910_s_at,1
205936_s_at,1
205944_s_at,1
206233_at,1
206726_at,1
207011_s_at,1
207030_s_at,1
207717_s_at,1
209163_at,1
209576_at,1
209710_at,1
209983_s_at,1
210004_at,1
210473_s_at,1
210665_at,1
210933_s_at,1
211267_at,1
211883_x_at,1
211889_x_at,1
212776_s_at,1
214106_s_at,1
214909_s_at,1
215501_s_at,1
217988_at,1
218338_at,1
218899_s_at,1
219111_s_at,1
219218_at,1
219559_at,1
219790_s_at,1
220253_s_at,1
220528_at,1
221556_at,1
221942_s_at,1
222780_s_at,1
223018_at,1
223575_at,1
223627_at,1
223722_at,1
223894_s_at,1
223967_at,1
224150_s_at,1
225776_at,1
225962_at,1
226188_at,1
226676_at,1
226685_at,1
227328_at,1
227329_at,1
227542_at,1
228402_at,1
228585_at,1
228885_at,1
229507_at,1
229530_at,1
229535_at,1
230266_at,1
230787_at,1
231233_at,1
231530_s_at,1
232277_at,1
235287_at,1
236635_at,1
238097_at,1
238127_at,1
238439_at,1
239196_at,1
239562_at,1
239580_at,1
242028_at,1
242881_x_at,1
243092_at,1
243452_at,1
243617_at,1
243968_x_at,1
39318_at,1
40016_g_at,1
